;;Categorical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Numerical;Numerical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de Disponibilidad;Germinacion;Cantidad de Semillas;Numero_De_Inventario;Cava;Especie;Id del Centro;Longevidad;Ultimo Monitoreo
BGVCOL11030306;161020;4.32;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030307;161040;3.8;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030307;161020;9.38;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030308;161040;7.62;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030308;161020;6.77;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030309;161040;9.16;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030309;161020;9.6;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030310;161040;8.97;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030310;161020;59;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030311;161040;8.72;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030311;161020;5.34;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030312;161040;0.9;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030312;161020;7.84;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030313;161040;5.93;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030313;161020;0.91;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030314;161040;2.97;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030314;161020;45;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030315;161040;9.89;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030315;161020;4.71;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030316;161040;4.76;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030316;161020;1.32;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030317;161040;3.69;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030317;161020;6.58;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030318;161040;0.98;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030318;161020;67;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030319;161040;19;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030319;161020;3.92;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030320;161040;5.26;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030320;161020;3.91;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030321;161040;7.62;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030321;161020;7.41;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030322;161040;3.53;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030322;161020;9.12;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030323;161040;1.44;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030323;161020;4.67;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030324;161040;2.39;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030324;161020;11;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030325;161040;23;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030325;161040;6.4;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030325;161020;0.4;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030326;161040;3.33;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030326;161020;3.49;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030327;161040;2.97;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030327;161020;7.54;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030328;161040;8.73;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030328;161020;5.87;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030329;161040;5.67;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030329;161020;7.5;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030330;161040;3.48;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030330;161040;8.88;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030330;161020;1.76;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030331;161040;2.38;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030331;161020;4.34;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030332;161040;9.68;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030332;161020;4.37;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030333;161040;4.2;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030333;161040;1.95;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030333;161020;0.28;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030334;161040;7.37;8;1;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030334;161040;2.66;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030334;161020;4.66;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030335;161040;5.51;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030335;161040;6.12;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030335;161020;6.51;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030336;161040;5.64;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030336;161040;4.92;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030336;161040;7.98;8;2;1;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030336;161020;5.41;5;3;2;4;-20°C B-1;Glycine max;0;0;1
BGVCOL11030337;161040;7.11;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030337;161040;8.69;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030337;161020;2.83;8;2;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030338;161040;5.54;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030338;161040;76;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030338;161020;6.6;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030339;161040;6.96;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030339;161040;3.4;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030339;161020;1.73;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030340;161040;8.15;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030340;161020;6.33;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030341;161040;0.31;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030341;161020;6.63;5;2;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030342;161040;78;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030342;161020;8.22;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030343;161040;94;13;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030343;161040;8.15;13;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030343;161020;5.79;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030344;161040;1.1;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030344;161020;9.77;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030345;161040;3.77;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030345;161040;1.29;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030345;161020;5.82;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030346;161040;0.49;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030346;161020;7.92;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030347;161040;1.5;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030347;161020;7.51;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030348;161040;1.1;13;1;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030348;161040;4.14;13;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030348;161020;7.86;5;2;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030349;161040;0.72;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030349;161020;3.34;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030350;161040;8.14;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030350;161020;5.26;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030351;161040;4.16;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030351;161020;5.24;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030352;161040;1.47;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030352;161020;95;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030353;161040;0.1;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030353;161040;4.46;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030353;161020;0.75;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030354;161040;4.54;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030354;161040;4.8;8;2;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030354;161020;4.42;5;3;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030355;161040;92;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030355;161040;7.99;8;2;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030355;161040;9.88;5;3;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030355;161020;5.36;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030356;161040;5.18;8;1;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030356;161020;5.33;5;3;1;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030357;161040;1.51;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030357;161040;0.66;8;1;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030357;161040;3.12;8;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030357;161020;7.66;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030358;161040;5.57;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030358;161020;1.45;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030359;161040;6.4;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030359;161040;3.34;8;2;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030359;161020;6.87;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030360;161040;2.24;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030360;161040;5.25;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030360;161040;4;8;1;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030360;161020;4.86;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030361;161040;96;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030361;161040;5.19;8;2;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030361;161020;9.26;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030362;161040;0.92;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030362;161020;8.49;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030363;161040;5.1;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030364;161040;78;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030364;161040;3.64;8;2;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030364;161020;5.89;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030365;161040;2.35;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030365;161020;2;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030366;161040;7.82;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030366;161020;2.79;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030367;161040;1.77;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030367;161040;3.11;8;2;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030367;161040;4.54;8;1;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030367;161020;2.47;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030368;161040;9.29;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030368;161020;7.5;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030369;161040;7.17;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030369;161020;3.92;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030370;161040;8.92;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030370;161040;6.76;5;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030370;161040;7.89;5;3;1;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030370;161020;8.33;5;3;1;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030371;161040;3.43;8;2;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030371;161020;1.34;8;2;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030372;161040;9.52;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030372;161020;51;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030373;161040;2.93;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030373;161040;0.59;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030373;161020;7.47;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030374;161040;7.38;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030374;161040;7.4;8;2;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030374;161020;9.3;5;3;1;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030375;161040;95;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030375;161020;0.18;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030376;161040;2.45;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030376;161040;0.53;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030376;161020;35;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030378;161040;5.94;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030379;161040;7.48;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030379;161040;99;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030379;161040;56;5;3;1;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030379;161020;0.32;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030380;161040;9.34;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030380;161020;9.88;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030381;161040;2.16;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030381;161020;3.12;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030382;161040;5.21;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030382;161020;9.34;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030383;161040;5.52;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030383;161020;4.38;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030384;161040;9.21;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030384;161040;4.1;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030385;161040;7.34;13;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030385;161020;4.38;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030386;161040;4.19;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030386;161020;5.28;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030387;161040;6.49;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030387;161020;2.12;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030388;161040;7.62;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030388;161040;6.85;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030388;161040;2.86;5;3;2;3;0°C B-1;Glycine max;0;0;1
BGVCOL11030388;161020;1.44;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030389;161040;6.82;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030389;161040;97;7;3;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030389;161020;0.22;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030390;161040;7.41;5;3;2;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030390;161040;8.85;8;1;1;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030390;161020;2.14;5;3;2;3;-20°C B-1;Glycine max;0;0;1
BGVCOL11030391;161040;8.98;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030391;161040;7.16;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030391;161020;6.96;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030392;161040;2.93;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030392;161020;3.43;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030393;161040;4.85;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030393;161020;4.69;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030394;161040;8.96;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030394;161020;6.1;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030395;161040;8.12;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030395;161020;0.27;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030396;161040;8.32;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030396;161020;0.82;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030397;161040;8.56;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030397;161020;6.8;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030398;161040;7.31;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030398;161020;1.87;8;2;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030399;161040;1.87;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030399;161020;2.36;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030400;161040;7.23;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030400;161040;2.51;5;3;2;2;0°C B-1;Glycine max;0;0;1
BGVCOL11030400;161020;15;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030401;161040;5.89;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030401;161020;7.56;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030402;161040;8.16;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030402;161020;8.59;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030403;161040;2.92;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030403;161020;9.59;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030404;161040;9.39;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030404;161020;2.89;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030405;161040;6;8;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030405;161020;5.56;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030406;161040;5;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030406;161020;4.2;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030407;161040;9.17;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030407;161020;2.23;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030408;161040;0.4;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030408;161020;2.32;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030409;161040;8.19;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030409;161020;2.93;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030410;161040;5.63;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030410;161020;2.73;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030411;161040;0.9;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030411;161020;1.11;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030412;161040;7.63;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030412;161020;6.44;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030413;161040;7.48;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030413;161020;7.85;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030414;161040;4.54;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030414;161020;7.42;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030415;161040;2.32;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030415;161020;2.12;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030416;161040;5.68;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030416;161020;8.7;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030417;161040;8.19;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030417;161020;7.1;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030418;161040;9.62;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030418;161020;1.51;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030419;161040;4.48;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030419;161020;3.17;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030420;161040;4.52;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030420;161020;9.41;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030421;161040;8.17;5;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030421;161020;4.44;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030422;161040;1.73;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030422;161020;1.77;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030423;161040;1.72;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030423;161020;0.84;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030424;161040;8.94;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030424;161020;9.86;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030425;161040;0.63;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030425;161020;31;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030426;161040;1.59;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030426;161020;89;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030427;161040;4.55;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030427;161020;3;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030428;161040;3.58;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030428;161020;0.69;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030429;161040;6.39;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030429;161020;7.4;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030430;161040;6.41;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030430;161020;8.75;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030431;161040;2.27;7;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030431;161020;1.35;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030432;161040;7.49;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030432;161020;4;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030433;161040;7.17;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030433;161020;9.28;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030434;161040;5.91;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030434;161020;0.83;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030435;161040;6.39;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030435;161020;4.26;5;3;1;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030436;161040;7.28;7;2;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030436;161020;5.56;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030437;161040;6.13;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030437;161020;1.46;8;2;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030438;161040;4.25;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030438;161020;5.35;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030439;161040;7.7;8;1;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030439;161020;2.97;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030440;161040;1.86;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030440;161020;3.39;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030441;161040;2.23;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030441;161020;3.38;5;3;2;2;-20°C B-1;Glycine max;0;0;1
BGVCOL11030442;161040;3.35;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030442;161020;3.35;5;3;2;1;-20°C B-1;Glycine max;0;0;1
BGVCOL11030443;161040;4.78;7;3;1;1;0°C B-1;Glycine max;0;0;1
BGVCOL11030443;161020;1.52;5;3;2;2;-20°C B-1;Glycine max;0;0;1
